cod_apli_prod,descri_cod_apli_prod,num_cta,f_creacion,f_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,porc_recuperado,dias_hasta_ultimo_pago,pago_total,sin_pago,pago_parcial,prob_pago,valor_esperado_recuperar,valor_en_riesgo
S,AHORRO,40586882010,20241105,20250917,160.46,160.46,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,316,1,0,0,0.7172585156007103,0.0,0.0
S,AHORRO,79658589551,20250527,20250731,169.22,0.0,169.22,834,CARGO FISCAL TRANSACCIONAL,0.0,65,0,1,0,0.44076022389126374,74.58544508687964,94.63455491312034
S,AHORRO,35178431407,20241122,20250523,748.87,748.87,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,182,1,0,0,0.4377457207914147,0.0,0.0
S,AHORRO,32268727222,20241108,20250618,9441.45,9441.45,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,222,1,0,0,0.4956962989826781,0.0,0.0
S,AHORRO,15578685000,20241103,20250731,676.13,676.13,0.0,87,CARGO FISCAL IVA COMISION B,1.0,270,1,0,0,0.49649235878694065,0.0,0.0
D,CORRIENTE,70988709976,20241130,20250206,69.68,69.68,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,68,1,0,0,0.8298825746394898,0.0,0.0
S,AHORRO,42855496188,20250719,20250903,124.49,124.49,0.0,2287,RETIRO CANAL B,1.0,46,1,0,0,0.4541538034225725,0.0,0.0
S,AHORRO,48660074769,20241225,20251010,1104.4,1104.4,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,289,1,0,0,0.4894810648153403,0.0,0.0
S,AHORRO,99116282400,20241229,20250908,2205.36,2205.36,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,253,1,0,0,0.5277155974192558,0.0,0.0
S,AHORRO,38375846892,20250327,20250722,1154.14,1154.14,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,117,1,0,0,0.7976427094626541,0.0,0.0
S,AHORRO,84132736036,20250724,20251013,529.19,529.19,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,81,1,0,0,0.7130970186281561,0.0,0.0
S,AHORRO,59732949239,20250630,20250829,2749.25,2749.25,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,60,1,0,0,0.9075668026830194,0.0,0.0
S,AHORRO,32228459035,20250414,20250821,2330.88,0.0,2330.88,1517,COBRO SERVICIO TRANSPORTE,0.0,129,0,1,0,0.528934140381641,1232.8820091327593,1097.9979908672408
S,AHORRO,19320471201,20241120,20241122,2392.35,2392.35,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,2,1,0,0,0.48528712798242046,0.0,0.0
S,AHORRO,31582281894,20250203,20250301,709.49,709.49,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,26,1,0,0,0.5462120990024213,0.0,0.0
S,AHORRO,88769994000,20250529,20250625,12968.52,12968.52,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,27,1,0,0,0.5156445904589088,0.0,0.0
S,AHORRO,82810718353,20241210,20250925,481.59,481.59,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,289,1,0,0,0.4828682903426079,0.0,0.0
S,AHORRO,61895435266,20250228,20250304,405.39,405.39,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,4,1,0,0,0.5575074997847218,0.0,0.0
S,AHORRO,34104778164,20250509,20250909,15729.45,0.0,15729.45,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,123,0,1,0,0.30974017119314834,4872.042535774068,10857.407464225933
S,AHORRO,68181779200,20250620,20251007,26097.62,26097.62,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,109,1,0,0,0.5909753890907539,0.0,0.0
S,AHORRO,64227378553,20250410,20250421,1701.47,1048.33,653.14,1157,COMISION CONSULTA SALDO,0.6161,11,0,0,1,0.3842951765201266,250.9985515923555,402.14144840764453
S,AHORRO,36659741028,20250108,20251011,858.77,858.77,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,276,1,0,0,0.552044069147911,0.0,0.0
S,AHORRO,50513841518,20250530,20250715,11067.27,0.0,11067.27,1517,COBRO SERVICIO TRANSPORTE,0.0,46,0,1,0,0.5129942815769805,5677.446222668469,5389.823777331531
S,AHORRO,75840438943,20250602,20250810,2525.24,1555.87,969.37,416,COMISION RETIRO CANAL C,0.6161,69,0,0,1,0.6073581461916674,588.7547661738166,380.6152338261834
S,AHORRO,60560408704,20250722,20251006,206.3,206.3,0.0,1642,CXC DEPOSITO CANAL,1.0,76,1,0,0,0.778938742706269,0.0,0.0
S,AHORRO,70425315358,20250112,20250707,376.97,232.26,144.71,1517,COBRO SERVICIO TRANSPORTE,0.6161,176,0,0,1,0.5575074997847218,80.6769102938471,64.03308970615291
S,AHORRO,60132847265,20250614,20250929,2347.57,2347.57,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,107,1,0,0,0.528934140381641,0.0,0.0
S,AHORRO,15824883372,20250717,20250725,12037.98,12037.98,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,8,1,0,0,0.5104425975588359,0.0,0.0
S,AHORRO,31939542173,20241113,20250321,5270.98,3247.6,2023.38,795,PAGO AUTOMATICO TARJETA B,0.6161,128,0,0,1,0.4645639832227744,939.9894723732974,1083.3905276267028
S,AHORRO,70674865079,20250629,20251012,8583.39,8583.39,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,105,1,0,0,0.537413065931319,0.0,0.0
S,AHORRO,96749938933,20250402,20251001,12285.75,12285.75,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,182,1,0,0,0.5015571878406343,0.0,0.0
S,AHORRO,43210648011,20250621,20250630,3551.02,3551.02,0.0,1128,RETIRO CORRESPONSAL B,1.0,9,1,0,0,0.604644177840307,0.0,0.0
S,AHORRO,59388143317,20241120,20250610,1786.44,1100.68,685.76,834,CARGO FISCAL TRANSACCIONAL,0.6161,202,0,0,1,0.4903108480757964,336.2355671764581,349.5244328235419
S,AHORRO,57461834716,20250301,20250504,19917.17,19917.17,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,64,1,0,0,0.5030109581973053,0.0,0.0
S,AHORRO,41928589107,20250213,20250824,454.86,454.86,0.0,334,COMISION CONSULTA EXTERNO,1.0,192,1,0,0,0.5260074027839883,0.0,0.0
S,AHORRO,65336636498,20250409,20251023,4809.44,4809.44,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,197,1,0,0,0.5454086666331538,0.0,0.0
S,AHORRO,62992096374,20250710,20250905,4766.39,4766.39,0.0,574,COMISION RETIRO INTERNACIONAL,1.0,57,1,0,0,0.4872965268064134,0.0,0.0
S,AHORRO,27244034312,20250402,20250819,2258.73,1391.67,867.06,834,CARGO FISCAL TRANSACCIONAL,0.6161,139,0,0,1,0.48528712798242046,420.77305718843746,446.2869428115625
S,AHORRO,18948164912,20250601,20250907,120257.58,120257.58,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,98,1,0,0,0.43678209284899727,0.0,0.0
S,AHORRO,45353496015,20250330,20250714,3133.9,3133.9,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,106,1,0,0,0.9013998949133435,0.0,0.0
S,AHORRO,38796359200,20250529,20250802,95138.26,58617.44,36520.82,137,COMISION RETIRO CANAL A,0.6161,65,0,0,1,0.08320868129217585,3038.8492719089213,33481.97072809108
S,AHORRO,55580423851,20241209,20250613,12388.86,12388.86,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,186,1,0,0,0.5015571878406343,0.0,0.0
S,AHORRO,99735938118,20250705,20251006,475.61,475.61,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,93,1,0,0,0.4833395357594706,0.0,0.0
S,AHORRO,39445684081,20250703,20250731,733.3,733.3,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,28,1,0,0,0.5499236483260771,0.0,0.0
S,AHORRO,46707833749,20250627,20250721,1368.18,1368.18,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,24,1,0,0,0.5703437088323235,0.0,0.0
S,AHORRO,15874406932,20250318,20250818,84.38,84.38,0.0,87,CARGO FISCAL IVA COMISION B,1.0,153,1,0,0,0.4722488297360172,0.0,0.0
S,AHORRO,87536673350,20241221,20251017,12833.18,12833.18,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,300,1,0,0,0.5015571878406343,0.0,0.0
S,AHORRO,44915877052,20250302,20250823,580.79,580.79,0.0,627,TRANSFERENCIA BILLETERA A,1.0,174,1,0,0,0.5528729083933613,0.0,0.0
S,AHORRO,41642147834,20250725,20251009,1608.23,1608.23,0.0,1288,COMPRA ESTABLECIMIENTO A,1.0,76,1,0,0,0.6815704917729976,0.0,0.0
S,AHORRO,11993485980,20250110,20250809,1737.38,1737.38,0.0,1642,CXC DEPOSITO CANAL,1.0,211,1,0,0,0.6809626747481096,0.0,0.0
S,AHORRO,60029393499,20250630,20251004,1509.77,1509.77,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,96,1,0,0,0.8053093945610622,0.0,0.0
S,AHORRO,96257693323,20250306,20250822,1960.5,1960.5,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,169,1,0,0,0.49168223237331704,0.0,0.0
S,AHORRO,28051623571,20241212,20250131,292.8,292.8,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,50,1,0,0,0.48180838593960906,0.0,0.0
S,AHORRO,70670024741,20241114,20251022,1082.61,1082.61,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,342,1,0,0,0.5501913245388939,0.0,0.0
S,AHORRO,19010919714,20250129,20250208,1005.06,1005.06,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,10,1,0,0,0.47633187951095685,0.0,0.0
S,AHORRO,72275214602,20241103,20250104,2923.76,0.0,2923.76,834,CARGO FISCAL TRANSACCIONAL,0.0,62,0,1,0,0.4874945398952971,1425.317035964274,1498.4429640357262
S,AHORRO,52616572412,20250527,20250716,3032.58,3032.58,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,50,1,0,0,0.4874945398952971,0.0,0.0
S,AHORRO,73589007280,20250608,20250915,4921.33,4921.33,0.0,333,CARGO FISCAL IVA A,1.0,99,1,0,0,0.49021610098464896,0.0,0.0
S,AHORRO,50215918247,20250624,20251001,1740.8,1740.8,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,99,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,38289162324,20250430,20250625,799.49,799.49,0.0,87,CARGO FISCAL IVA COMISION B,1.0,56,1,0,0,0.49188340365398425,0.0,0.0
S,AHORRO,69028408985,20241030,20250408,887.74,887.74,0.0,2274,CARGO FISCAL IVA CANAL VIRTUAL,1.0,160,1,0,0,0.6380698217465742,0.0,0.0
S,AHORRO,26735455988,20250404,20250913,5234.71,5234.71,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,162,1,0,0,0.5134553219624449,0.0,0.0
S,AHORRO,15196242758,20250220,20250405,1890.05,1890.05,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,44,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,39709339420,20250201,20250629,53730.85,33105.14,20625.71,1157,COMISION CONSULTA SALDO,0.6161,148,0,0,1,0.03680220039250395,759.0715126576727,19866.638487342327
S,AHORRO,97077177717,20241227,20250417,255.87,255.87,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,111,1,0,0,0.4345715564519852,0.0,0.0
S,AHORRO,60773906905,20250728,20250730,2024.41,2024.41,0.0,2285,APERTURA INVERSION VIRTUAL,1.0,2,1,0,0,0.5930145823410652,0.0,0.0
S,AHORRO,93910877400,20250223,20250625,1936.4,1936.4,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,122,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,50770802235,20250408,20251004,7667.17,7667.17,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,179,1,0,0,0.5450146214522688,0.0,0.0
S,AHORRO,29735243639,20250526,20251011,2270.09,2270.09,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,138,1,0,0,0.5258557090090921,0.0,0.0
S,AHORRO,79015578681,20250604,20251008,2107.4,2107.4,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,126,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,34740006363,20241231,20250224,635.56,391.59,243.97,834,CARGO FISCAL TRANSACCIONAL,0.6161,55,0,0,1,0.4368819510992452,106.58608960968286,137.38391039031714
S,AHORRO,73061070884,20250202,20250316,5994.89,5994.89,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,42,1,0,0,0.5242662476093799,0.0,0.0
S,AHORRO,44408478571,20250202,20250404,644.76,644.76,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,61,1,0,0,0.558843002770552,0.0,0.0
S,AHORRO,47096744736,20250428,20250607,1863.29,1863.29,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,40,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,50487240483,20241029,20241106,6422.28,6422.28,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,8,1,0,0,0.5483766515910069,0.0,0.0
S,AHORRO,26496973560,20250307,20250627,3252.41,3252.41,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,112,1,0,0,0.4874945398952971,0.0,0.0
S,AHORRO,62492643890,20250617,20250710,2004.18,2004.18,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,23,1,0,0,0.9075668026830194,0.0,0.0
S,AHORRO,58475748687,20250509,20250909,6229.93,0.0,6229.93,1517,COBRO SERVICIO TRANSPORTE,0.0,123,0,1,0,0.5140411644569022,3202.4404716849886,3027.4895283150117
S,AHORRO,78346758244,20250615,20250626,331.56,204.28,127.28,2106,COMISION TRANSFERENCIA EXTERNA B,0.6161,11,0,0,1,0.25839644415449853,32.888699411984575,94.39130058801543
D,CORRIENTE,21707989947,20250203,20250604,1004.63,618.98,385.65,2010,TRANSFERENCIA BANCA MOVIL,0.6161,121,0,0,1,0.1773310282777712,68.38771105532246,317.26228894467755
S,AHORRO,72243604780,20250425,20250625,541.76,416.52,125.24,834,CARGO FISCAL TRANSACCIONAL,0.7688,61,0,0,1,0.4770435926035442,59.74493953766787,65.49506046233213
S,AHORRO,99651719126,20241117,20250828,1457.49,1457.49,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,284,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,96084401973,20250722,20250727,4262.24,4262.24,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,5,1,0,0,0.5098631487183642,0.0,0.0
S,AHORRO,34233992193,20241104,20250503,5268.25,5268.25,0.0,137,COMISION RETIRO CANAL A,1.0,180,1,0,0,0.353254803476364,0.0,0.0
S,AHORRO,18042294667,20250423,20250830,750.29,750.29,0.0,1726,TRANSFERENCIA CANAL QR,1.0,129,1,0,0,0.6465742706946387,0.0,0.0
S,AHORRO,64650299323,20241107,20250320,708.91,0.0,708.91,834,CARGO FISCAL TRANSACCIONAL,0.0,133,0,1,0,0.43138414434974526,305.8125337709779,403.0974662290221
S,AHORRO,33720100334,20250604,20250809,1357.22,1357.22,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,66,1,0,0,0.5703437088323235,0.0,0.0
S,AHORRO,85955438449,20241224,20250223,1994.6,1994.6,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,61,1,0,0,0.49168223237331704,0.0,0.0
S,AHORRO,19854475200,20250325,20251014,166.23,102.42,63.81,1157,COMISION CONSULTA SALDO,0.6161,203,0,0,1,0.14079194844383258,8.983934230200957,54.826065769799044
S,AHORRO,22128974186,20241211,20250814,2596.09,2596.09,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,246,1,0,0,0.48528712798242046,0.0,0.0
S,AHORRO,11433178803,20250310,20250316,5398.36,0.0,5398.36,176,COMISION RETIRO CORRESPONSAL B,0.0,6,0,1,0,0.3549312146764306,1916.0464720606556,3482.3135279393446
S,AHORRO,48227632139,20241204,20251023,1742.6,1742.6,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,323,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,38729259112,20241102,20241127,12647.88,12647.88,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,25,1,0,0,0.6564564051545083,0.0,0.0
S,AHORRO,72981754643,20241213,20250613,576.76,576.76,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,182,1,0,0,0.7609162881216814,0.0,0.0
S,AHORRO,12844959102,20250101,20250820,1760.48,1760.48,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,231,1,0,0,0.8053093945610622,0.0,0.0
S,AHORRO,84054830022,20241228,20250512,12998.4,12998.4,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,135,1,0,0,0.3024226531377991,0.0,0.0
S,AHORRO,99702646715,20250518,20250709,2127.65,2127.65,0.0,70,TRANSFERENCIA BILLETERA DIGITAL,1.0,52,1,0,0,0.6231672409666872,0.0,0.0
S,AHORRO,64365622587,20250104,20250720,789.62,789.62,0.0,1388,COMISION EXPEDICION DOCUMENTO,1.0,197,1,0,0,0.6464961456946386,0.0,0.0
S,AHORRO,61448770425,20250331,20250729,17305.94,17305.94,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,120,1,0,0,0.7541179792123701,0.0,0.0
S,AHORRO,91261122326,20241125,20250423,2285.9,2285.9,0.0,798,PAGO SEGURO FINANCIERO,1.0,149,1,0,0,0.6233432132869242,0.0,0.0
D,CORRIENTE,16136237208,20250409,20251003,9006.41,9006.41,0.0,87,CARGO FISCAL IVA COMISION B,1.0,177,1,0,0,0.7414389426648433,0.0,0.0
S,AHORRO,74171185135,20241225,20251013,12180.25,7504.61,4675.64,1517,COBRO SERVICIO TRANSPORTE,0.6161,292,0,0,1,0.5104425975588359,2386.645826849996,2288.9941731500044
S,AHORRO,92728655113,20241203,20251014,704.68,704.68,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,315,1,0,0,0.5462120990024213,0.0,0.0
S,AHORRO,21313151242,20250321,20251003,983.57,983.57,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,196,1,0,0,0.570792076918147,0.0,0.0
S,AHORRO,80441215192,20250107,20250307,4345.84,4345.84,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,59,1,0,0,0.9092983263601871,0.0,0.0
S,AHORRO,24847600239,20241203,20250327,4010.78,4010.78,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,114,1,0,0,0.5725585207350407,0.0,0.0
S,AHORRO,16101240150,20241030,20241125,1476.61,1476.61,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,26,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,98022951861,20241108,20250627,760.66,468.66,292.0,834,CARGO FISCAL TRANSACCIONAL,0.6161,231,0,0,1,0.42909012770068317,125.29431728859949,166.70568271140053
S,AHORRO,84665082165,20241209,20250808,333.06,333.06,0.0,1833,CARGO FISCAL IVA B,1.0,242,1,0,0,0.7793634946110468,0.0,0.0
S,AHORRO,76742424550,20250429,20250623,2716.42,2716.42,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,55,1,0,0,0.4867230169784459,0.0,0.0
S,AHORRO,64291502533,20250413,20250713,1000.81,1000.81,0.0,627,TRANSFERENCIA BILLETERA A,1.0,91,1,0,0,0.4720269390796307,0.0,0.0
S,AHORRO,35504930795,20250607,20251011,4432.96,0.0,4432.96,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,126,0,1,0,0.37316350231098516,1654.218879204505,2778.741120795495
S,AHORRO,22925905709,20241230,20250329,455.62,455.62,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,89,1,0,0,0.9263760086361443,0.0,0.0
S,AHORRO,14031925170,20250316,20250707,1528.59,1303.99,224.6,834,CARGO FISCAL TRANSACCIONAL,0.8531,113,0,0,1,0.4903108480757964,110.12381647782387,114.47618352217613
S,AHORRO,75360386010,20241206,20250215,387.07,387.07,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,71,1,0,0,0.48187423872797003,0.0,0.0
S,AHORRO,52792982368,20241227,20250730,7982.31,7982.31,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,215,1,0,0,0.5445546690335534,0.0,0.0
S,AHORRO,92536242287,20250208,20250316,1538.07,1538.07,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,36,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,27059026864,20250323,20250329,954.39,918.28,36.11,137,COMISION RETIRO CANAL A,0.9622,6,0,0,1,0.5338366641047915,19.27684194082402,16.83315805917598
S,AHORRO,57124680075,20250422,20251026,5686.36,5686.36,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,187,1,0,0,0.4912486020314256,0.0,0.0
S,AHORRO,43052963068,20250201,20250826,28326.75,28326.75,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,206,1,0,0,0.7510082722454312,0.0,0.0
S,AHORRO,46849451870,20250523,20250916,3554.85,3554.85,0.0,349,ABONO CREDITO MORA,1.0,116,1,0,0,0.604644177840307,0.0,0.0
S,AHORRO,99795429791,20241205,20250406,15003.53,15003.53,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,122,1,0,0,0.5763049331310302,0.0,0.0
S,AHORRO,26097751232,20241129,20250218,1450.94,1450.94,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,81,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,33952091735,20241127,20250414,2277.43,2277.43,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,138,1,0,0,0.7514208228096853,0.0,0.0
S,AHORRO,68122370165,20250323,20251012,14830.6,14830.6,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,203,1,0,0,0.5763049331310302,0.0,0.0
S,AHORRO,77553835953,20250320,20250712,1600.06,1600.06,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,114,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,69598808505,20250310,20250614,37143.54,0.0,37143.54,497,PAGO SERVICIO ELECTRONICO,0.0,96,0,1,0,0.16226083055095752,6026.941650002713,31116.598349997286
S,AHORRO,52484589681,20250120,20250514,1126.62,694.14,432.48,574,COMISION RETIRO INTERNACIONAL,0.6161,114,0,0,1,0.4751582508580244,205.4964403310784,226.98355966892166
S,AHORRO,22261789199,20250407,20250611,12019.67,7405.67,4614.0,2106,COMISION TRANSFERENCIA EXTERNA B,0.6161,65,0,0,1,0.3607521644704794,1664.510486866792,2949.4895131332078
S,AHORRO,14930621476,20250611,20250922,8640.37,8640.37,0.0,2287,RETIRO CANAL B,1.0,103,1,0,0,0.5543317398089534,0.0,0.0
S,AHORRO,96236235704,20250307,20250621,417.98,417.98,0.0,627,TRANSFERENCIA BILLETERA A,1.0,106,1,0,0,0.5631554867657479,0.0,0.0
S,AHORRO,13819893242,20250404,20250530,4024.41,4024.41,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,56,1,0,0,0.3144097696210628,0.0,0.0
S,AHORRO,42662685693,20250117,20250712,253.99,253.99,0.0,1157,COMISION CONSULTA SALDO,1.0,176,1,0,0,0.7464522239577184,0.0,0.0
S,AHORRO,36702095625,20241231,20250620,1310.03,1310.03,0.0,87,CARGO FISCAL IVA COMISION B,1.0,171,1,0,0,0.49896205246191544,0.0,0.0
S,AHORRO,15862994457,20241229,20250531,6154.0,6154.0,0.0,627,TRANSFERENCIA BILLETERA A,1.0,153,1,0,0,0.4997534696860233,0.0,0.0
S,AHORRO,89991571866,20241130,20250306,4660.83,4660.83,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,96,1,0,0,0.5098631487183642,0.0,0.0
S,AHORRO,54070684637,20250626,20250906,30529.02,18809.82,11719.2,301,PAGO TARJETA CREDITO B,0.6161,72,0,0,1,0.6037712355282429,7075.715863402585,4643.484136597416
S,AHORRO,94384051142,20250327,20250716,6259.02,6259.02,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,111,1,0,0,0.5483766515910069,0.0,0.0
S,AHORRO,52472459682,20241116,20250306,199.53,199.53,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,110,1,0,0,0.44076022389126374,0.0,0.0
S,AHORRO,79896907551,20250219,20250311,1079.16,0.0,1079.16,176,COMISION RETIRO CORRESPONSAL B,0.0,20,0,1,0,0.3677075029501037,396.8152288836339,682.3447711163661
S,AHORRO,48976901807,20241210,20250327,42550.31,42550.31,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,107,1,0,0,0.7613863972636302,0.0,0.0
S,AHORRO,29599525291,20250315,20250622,6486.11,3996.28,2489.83,137,COMISION RETIRO CANAL A,0.6161,99,0,0,1,0.3172431288705536,789.8814595557704,1699.9485404442294
S,AHORRO,65680958485,20250325,20250404,20565.89,20565.89,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,10,1,0,0,0.662779630346175,0.0,0.0
S,AHORRO,41580954947,20250102,20250131,534.98,534.98,0.0,1157,COMISION CONSULTA SALDO,1.0,29,1,0,0,0.7880577468220722,0.0,0.0
S,AHORRO,91027085913,20250703,20251020,4840.25,4840.25,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,109,1,0,0,0.38466235515385494,0.0,0.0
S,AHORRO,68665823454,20250123,20250418,299.5,299.5,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,85,1,0,0,0.29589760952006616,0.0,0.0
S,AHORRO,56129235577,20250701,20250716,13283.82,13283.82,0.0,87,CARGO FISCAL IVA COMISION B,1.0,15,1,0,0,0.48649335209058087,0.0,0.0
S,AHORRO,95788829108,20250523,20251025,759.17,759.17,0.0,137,COMISION RETIRO CANAL A,1.0,155,1,0,0,0.6918188417458885,0.0,0.0
S,AHORRO,69970122168,20250104,20250315,510.66,510.66,0.0,795,PAGO AUTOMATICO TARJETA B,1.0,70,1,0,0,0.5156030326588181,0.0,0.0
S,AHORRO,11267614359,20250329,20250629,247.93,247.93,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,92,1,0,0,0.5353228114981448,0.0,0.0
S,AHORRO,82292988923,20250614,20250625,1371.69,1371.69,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,11,1,0,0,0.4929065784341832,0.0,0.0
S,AHORRO,76797841218,20241127,20250115,5447.35,5447.35,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,49,1,0,0,0.4875073288031854,0.0,0.0
S,AHORRO,67275623314,20241219,20250823,12702.07,12702.07,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,247,1,0,0,0.5015571878406343,0.0,0.0
S,AHORRO,59353749304,20241224,20250918,561.3,0.0,561.3,333,CARGO FISCAL IVA A,0.0,268,0,1,0,0.4574750833443543,256.78076428118607,304.5192357188139
S,AHORRO,53405307950,20250716,20250722,3255.74,3255.74,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,6,1,0,0,0.5833384087857247,0.0,0.0
S,AHORRO,56015051765,20250207,20250425,7352.45,7352.45,0.0,1288,COMPRA ESTABLECIMIENTO A,1.0,77,1,0,0,0.5235402637596771,0.0,0.0
S,AHORRO,93633232549,20250110,20250429,6802.48,6802.48,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,109,1,0,0,0.5348352249538777,0.0,0.0
S,AHORRO,62065002101,20250208,20250607,2934.96,1808.31,1126.65,834,CARGO FISCAL TRANSACCIONAL,0.6161,119,0,0,1,0.4874945398952971,549.2357233730365,577.4142766269636
S,AHORRO,13691381368,20250102,20250526,2086.71,0.0,2086.71,627,TRANSFERENCIA BILLETERA A,0.0,144,0,1,0,0.4778329080766695,997.098707612667,1089.6112923873332
