cod_apli_prod,descri_cod_apli_prod,num_cta,f_creacion,f_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,porc_recuperado,dias_hasta_ultimo_pago,pago_total,sin_pago,pago_parcial
S,AHORRO,67658179449,20250101,20250602,3980.75,3980.75,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,152,1,0,0
S,AHORRO,70326020903,20250618,20250906,272.33,272.33,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,80,1,0,0
S,AHORRO,66705401229,20250528,20251019,1089.39,1089.39,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,144,1,0,0
S,AHORRO,15702977038,20241113,20250907,680.29,0.0,680.29,1517,COBRO SERVICIO TRANSPORTE,0.0,298,0,1,0
S,AHORRO,39213097285,20241215,20250331,5116.92,0.0,5116.92,176,COMISION RETIRO CORRESPONSAL B,0.0,106,0,1,0
S,AHORRO,57393670188,20250508,20250603,469.55,469.55,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,26,1,0,0
S,AHORRO,46108124998,20250317,20250626,3452.34,2127.09,1325.25,834,CARGO FISCAL TRANSACCIONAL,0.6161,101,0,0,1
D,CORRIENTE,40469910736,20241226,20251009,2541.12,2541.12,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,287,1,0,0
S,AHORRO,44871874872,20250502,20250630,562.77,562.77,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,59,1,0,0
S,AHORRO,83115970263,20250717,20251003,6415.11,6415.11,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,78,1,0,0
S,AHORRO,53072590362,20241222,20250307,4251.27,4251.27,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,75,1,0,0
S,AHORRO,84985293917,20250625,20250716,5340.5,0.0,5340.5,834,CARGO FISCAL TRANSACCIONAL,0.0,21,0,1,0
S,AHORRO,30155435547,20250114,20250804,1277.9,0.0,1277.9,834,CARGO FISCAL TRANSACCIONAL,0.0,202,0,1,0
S,AHORRO,14809010218,20241202,20250902,9564.24,9564.24,0.0,1275,REVERSO CONSIGNACION EFECTIVO,1.0,274,1,0,0
S,AHORRO,45401055874,20241220,20250722,435.52,435.52,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,214,1,0,0
S,AHORRO,82745857734,20250330,20251016,992.92,992.92,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,200,1,0,0
S,AHORRO,60077495787,20250720,20251013,20518.0,20518.0,0.0,137,COMISION RETIRO CANAL A,1.0,85,1,0,0
S,AHORRO,53026706710,20250513,20250826,2361.52,0.0,2361.52,1517,COBRO SERVICIO TRANSPORTE,0.0,105,0,1,0
S,AHORRO,92966135565,20241222,20250624,652.09,652.09,0.0,87,CARGO FISCAL IVA COMISION B,1.0,184,1,0,0
S,AHORRO,52128606071,20250330,20250921,331.88,331.88,0.0,1157,COMISION CONSULTA SALDO,1.0,175,1,0,0
S,AHORRO,84415868290,20241205,20250604,2798.42,2798.42,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,181,1,0,0
S,AHORRO,25533864906,20250601,20251019,3773.64,3773.64,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,140,1,0,0
S,AHORRO,43576213899,20250422,20250910,4291.98,2644.41,1647.57,574,COMISION RETIRO INTERNACIONAL,0.6161,141,0,0,1
S,AHORRO,84366302721,20250503,20250918,8920.02,8920.02,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,138,1,0,0
S,AHORRO,42922174865,20250314,20250924,2720.68,1676.29,1044.39,834,CARGO FISCAL TRANSACCIONAL,0.6161,194,0,0,1
S,AHORRO,14204071017,20250301,20250907,4339.26,4339.26,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,190,1,0,0
S,AHORRO,33315237988,20250104,20250805,4696.87,2893.88,1802.99,834,CARGO FISCAL TRANSACCIONAL,0.6161,213,0,0,1
S,AHORRO,74857131371,20250113,20250627,13272.02,13272.02,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,165,1,0,0
S,AHORRO,55105764402,20241124,20241224,6766.06,6766.06,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,30,1,0,0
S,AHORRO,45839144446,20241110,20250228,1684.32,1684.32,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,110,1,0,0
S,AHORRO,95559574619,20250611,20250818,764.85,764.85,0.0,1859,COMISION CONSIGNACION CANAL B,1.0,68,1,0,0
S,AHORRO,69457544224,20250530,20250624,130.61,130.61,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,25,1,0,0
S,AHORRO,38253946512,20241108,20241211,6571.7,6571.7,0.0,87,CARGO FISCAL IVA COMISION B,1.0,33,1,0,0
S,AHORRO,81515143401,20241126,20250821,205.53,205.53,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,268,1,0,0
S,AHORRO,81417216843,20250114,20250403,1305.46,804.33,501.13,834,CARGO FISCAL TRANSACCIONAL,0.6161,79,0,0,1
S,AHORRO,36874599013,20250208,20250628,7642.59,7642.59,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,140,1,0,0
S,AHORRO,66003703705,20250216,20250604,1426.16,1426.16,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,108,1,0,0
S,AHORRO,84782868658,20250628,20250701,1008.19,1008.19,0.0,2285,APERTURA INVERSION VIRTUAL,1.0,3,1,0,0
S,AHORRO,59399914032,20250208,20250714,2172.19,2172.19,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,156,1,0,0
S,AHORRO,86615678115,20250418,20250925,1556.86,1556.86,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,160,1,0,0
S,AHORRO,63588435281,20241028,20250321,1235.13,1235.13,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,144,1,0,0
S,AHORRO,87887775246,20250129,20250214,25263.31,25263.31,0.0,140,COMISION RETIRO CANAL B,1.0,16,1,0,0
S,AHORRO,82444291593,20250216,20250723,5758.45,3547.95,2210.5,2107,CARGO FISCAL IVA TRASLADO,0.6161,157,0,0,1
S,AHORRO,74737685305,20250708,20251023,259.98,160.18,99.8,834,CARGO FISCAL TRANSACCIONAL,0.6161,107,0,0,1
S,AHORRO,74305551865,20250311,20250805,1134.22,1134.22,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,147,1,0,0
S,AHORRO,39542799765,20250428,20250713,135.72,135.72,0.0,2040,PAGO PROVEEDORES,1.0,76,1,0,0
S,AHORRO,77173337153,20250511,20250701,5094.01,5094.01,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,51,1,0,0
S,AHORRO,45984999843,20241105,20250122,837.32,837.32,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,78,1,0,0
S,AHORRO,60419256529,20250123,20250928,1609.62,1609.62,0.0,333,CARGO FISCAL IVA A,1.0,248,1,0,0
S,AHORRO,41788542689,20241222,20250802,1781.07,1781.07,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,223,1,0,0
S,AHORRO,76659679996,20250628,20250930,20039.38,20039.38,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,94,1,0,0
S,AHORRO,59921411678,20250511,20250918,29823.25,29823.25,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,130,1,0,0
S,AHORRO,45772323360,20250621,20251025,2064.22,2064.22,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,126,1,0,0
S,AHORRO,74168182327,20241130,20250416,3129.22,3129.22,0.0,1388,COMISION EXPEDICION DOCUMENTO,1.0,137,1,0,0
S,AHORRO,20706217678,20250201,20250325,17064.41,17064.41,0.0,1157,COMISION CONSULTA SALDO,1.0,52,1,0,0
S,AHORRO,67591250229,20250213,20250403,13429.58,13429.58,0.0,1157,COMISION CONSULTA SALDO,1.0,49,1,0,0
S,AHORRO,51532887041,20250620,20250725,752.28,752.28,0.0,1685,CARGO FISCAL IVA RECAUDO,1.0,35,1,0,0
S,AHORRO,16675868509,20241127,20250517,5931.14,5931.14,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,171,1,0,0
S,AHORRO,36438297179,20241114,20250405,3636.33,3636.33,0.0,1157,COMISION CONSULTA SALDO,1.0,142,1,0,0
D,CORRIENTE,54577145127,20250208,20250416,5205.85,5205.85,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,67,1,0,0
S,AHORRO,62345053062,20250112,20250421,656.3,656.3,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,99,1,0,0
S,AHORRO,68366659197,20250422,20250719,1138.91,1138.91,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,88,1,0,0
S,AHORRO,77203143735,20250208,20251021,1180.0,1180.0,0.0,1859,COMISION CONSIGNACION CANAL B,1.0,255,1,0,0
S,AHORRO,18523207989,20250726,20250806,3782.06,2330.24,1451.82,176,COMISION RETIRO CORRESPONSAL B,0.6161,11,0,0,1
S,AHORRO,24787351611,20250121,20250409,679.32,679.32,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,78,1,0,0
S,AHORRO,55396747638,20241129,20250917,474.22,292.18,182.04,834,CARGO FISCAL TRANSACCIONAL,0.6161,292,0,0,1
S,AHORRO,93555428567,20250301,20250419,2483.07,2252.93,230.14,2010,TRANSFERENCIA BANCA MOVIL,0.9073,49,0,0,1
S,AHORRO,57384722532,20250702,20250805,4129.91,4129.91,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,34,1,0,0
S,AHORRO,30701767983,20250405,20250610,2373.13,2373.13,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,66,1,0,0
S,AHORRO,10593660080,20250416,20250526,1011.61,1011.61,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,40,1,0,0
S,AHORRO,68239365887,20241118,20251007,4992.06,4992.06,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,323,1,0,0
S,AHORRO,39923429361,20241129,20250715,4810.96,2964.17,1846.79,834,CARGO FISCAL TRANSACCIONAL,0.6161,228,0,0,1
S,AHORRO,37675495980,20250608,20250918,10410.85,10410.85,0.0,2285,APERTURA INVERSION VIRTUAL,1.0,102,1,0,0
S,AHORRO,57037722044,20250429,20250827,5416.64,5416.64,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,120,1,0,0
S,AHORRO,56465579590,20241127,20250530,1835.53,1835.53,0.0,1157,COMISION CONSULTA SALDO,1.0,184,1,0,0
S,AHORRO,80932642767,20250126,20250924,12003.1,0.0,12003.1,834,CARGO FISCAL TRANSACCIONAL,0.0,241,0,1,0
S,AHORRO,48506340540,20250528,20250905,1084.43,1084.43,0.0,293,COBRO PLAN SERVICIOS,1.0,100,1,0,0
S,AHORRO,40567011916,20250301,20250831,2188.18,2188.18,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,183,1,0,0
S,AHORRO,56417522318,20250619,20250621,2777.12,2777.12,0.0,87,CARGO FISCAL IVA COMISION B,1.0,2,1,0,0
S,AHORRO,38214428975,20250224,20250515,271.88,271.88,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,80,1,0,0
S,AHORRO,53214951441,20250609,20250623,650.47,650.47,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,14,1,0,0
S,AHORRO,83903944670,20250219,20250414,1324.33,1324.33,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,54,1,0,0
S,AHORRO,21028140470,20250327,20250521,6905.26,6905.26,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,55,1,0,0
D,CORRIENTE,61694048900,20241226,20250911,769.32,769.32,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,259,1,0,0
S,AHORRO,83308490970,20250612,20250808,1511.38,931.21,580.17,137,COMISION RETIRO CANAL A,0.6161,57,0,0,1
S,AHORRO,48679241449,20241119,20250819,1461.23,1461.23,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,273,1,0,0
S,AHORRO,10578581065,20250404,20250714,6377.34,6377.34,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,101,1,0,0
S,AHORRO,60604460855,20250508,20250521,1951.87,1951.87,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,13,1,0,0
S,AHORRO,15759082784,20250615,20250712,1019.5,1019.5,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,27,1,0,0
S,AHORRO,19044178982,20250321,20250422,1324.69,1324.69,0.0,1157,COMISION CONSULTA SALDO,1.0,32,1,0,0
S,AHORRO,20002712841,20250111,20250308,409466.92,409466.92,0.0,321,PAGO AUTOMATICO TARJETA A,1.0,56,1,0,0
S,AHORRO,14445607378,20250301,20250916,752.67,463.74,288.93,497,PAGO SERVICIO ELECTRONICO,0.6161,199,0,0,1
S,AHORRO,10755236627,20250421,20250530,4883.79,4883.79,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,39,1,0,0
S,AHORRO,73683357217,20250227,20251003,1365.65,1365.65,0.0,2295,COMPRA INTERNACIONAL,1.0,218,1,0,0
S,AHORRO,25916324447,20250607,20250717,7616.21,7616.21,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,40,1,0,0
S,AHORRO,76441926088,20250216,20250813,5054.28,5054.28,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,178,1,0,0
S,AHORRO,27755777155,20250403,20250525,1557.69,959.74,597.95,834,CARGO FISCAL TRANSACCIONAL,0.6161,52,0,0,1
S,AHORRO,49085428261,20250415,20250805,9815.05,0.0,9815.05,834,CARGO FISCAL TRANSACCIONAL,0.0,112,0,1,0
S,AHORRO,60926407808,20250109,20250325,544.09,335.23,208.86,2262,RETIRO CIERRE CUENTA B,0.6161,75,0,0,1
S,AHORRO,90124118833,20250116,20251009,585.75,585.75,0.0,87,CARGO FISCAL IVA COMISION B,1.0,266,1,0,0
S,AHORRO,97069770419,20241120,20241204,5319.91,5319.91,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,14,1,0,0
S,AHORRO,93063727454,20241119,20250803,705.47,705.47,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,257,1,0,0
S,AHORRO,27548803288,20250324,20250602,8012.81,8012.81,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,70,1,0,0
S,AHORRO,30252275616,20250503,20250820,3972.09,3972.09,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,109,1,0,0
S,AHORRO,86249584313,20250625,20250905,882.23,882.23,0.0,724,RECARGA AUTOMATICA SERVICIO,1.0,72,1,0,0
S,AHORRO,27237965399,20250629,20250930,1041.74,641.85,399.89,2106,COMISION TRANSFERENCIA EXTERNA B,0.6161,93,0,0,1
S,AHORRO,67709215207,20241116,20250806,403.9,403.9,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,263,1,0,0
S,AHORRO,83905190069,20241110,20250226,792.78,792.78,0.0,1157,COMISION CONSULTA SALDO,1.0,108,1,0,0
S,AHORRO,30657712440,20250413,20250513,8826.18,8826.18,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,30,1,0,0
S,AHORRO,27018525980,20250726,20251013,1117.79,1117.79,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,79,1,0,0
S,AHORRO,92768074964,20250706,20250928,882.66,0.0,882.66,176,COMISION RETIRO CORRESPONSAL B,0.0,84,0,1,0
S,AHORRO,94747687356,20250305,20251013,586.58,0.0,586.58,834,CARGO FISCAL TRANSACCIONAL,0.0,222,0,1,0
S,AHORRO,12492607684,20250726,20251003,779.0,779.0,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,69,1,0,0
S,AHORRO,19289868517,20250516,20250713,6629.98,6629.98,0.0,140,COMISION RETIRO CANAL B,1.0,58,1,0,0
S,AHORRO,92881574697,20250422,20250629,645.59,0.0,645.59,2274,CARGO FISCAL IVA CANAL VIRTUAL,0.0,68,0,1,0
S,AHORRO,69041947068,20250102,20250711,2981.87,2981.87,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,190,1,0,0
S,AHORRO,97126742927,20250208,20250221,12952.62,0.0,12952.62,788,TRANSFERENCIA CANAL FISICO,0.0,13,0,1,0
S,AHORRO,95483052957,20241205,20251008,6619.7,6619.7,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,307,1,0,0
S,AHORRO,85206887693,20250202,20250926,1242.66,1242.66,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,236,1,0,0
S,AHORRO,83716438599,20241116,20250502,30875.07,30875.07,0.0,2477,PAGO APLICACION MOVIL,1.0,167,1,0,0
S,AHORRO,11497409182,20250623,20250727,404.75,249.38,155.37,834,CARGO FISCAL TRANSACCIONAL,0.6161,34,0,0,1
S,AHORRO,75344396150,20250207,20250729,4607.27,4607.27,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,172,1,0,0
S,AHORRO,97615408886,20250308,20250615,71.21,0.0,71.21,1517,COBRO SERVICIO TRANSPORTE,0.0,99,0,1,0
S,AHORRO,67162378057,20241228,20250921,1734.4,1734.4,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,267,1,0,0
S,AHORRO,70171743741,20250131,20250716,442.78,442.78,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,166,1,0,0
S,AHORRO,64625245784,20250226,20250326,5259.1,5259.1,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,28,1,0,0
S,AHORRO,96351872096,20250402,20250907,1569.93,1569.93,0.0,1128,RETIRO CORRESPONSAL B,1.0,158,1,0,0
S,AHORRO,99009555023,20250615,20250920,1161.24,1161.24,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,97,1,0,0
S,AHORRO,51810338636,20241219,20250616,411.49,411.49,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,179,1,0,0
S,AHORRO,45749855558,20241115,20251003,82.07,82.07,0.0,1248,CARGO MORA TARJETA A,1.0,322,1,0,0
S,AHORRO,62346423533,20250317,20250817,4786.24,4786.24,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,153,1,0,0
S,AHORRO,40578835753,20250429,20250531,34438.24,34438.24,0.0,2295,COMPRA INTERNACIONAL,1.0,32,1,0,0
S,AHORRO,49891929885,20250524,20250814,87.51,87.51,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,82,1,0,0
S,AHORRO,21345195911,20241029,20250405,2683.09,2683.09,0.0,86,COMISION SERVICIO BANCARIO B,1.0,158,1,0,0
S,AHORRO,92988745829,20250403,20250919,4318.78,4318.78,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,169,1,0,0
S,AHORRO,97676071075,20241218,20250405,1662.86,1662.86,0.0,87,CARGO FISCAL IVA COMISION B,1.0,108,1,0,0
S,AHORRO,85073692564,20250128,20250501,4460.57,4460.57,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,93,1,0,0
S,AHORRO,97530998589,20250520,20250924,1938.03,1938.03,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,127,1,0,0
S,AHORRO,54905071634,20250627,20250803,1632.04,1632.04,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,37,1,0,0
S,AHORRO,49171668630,20250513,20251017,1558.62,1558.62,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,157,1,0,0
S,AHORRO,36133406090,20250601,20250807,24155.29,0.0,24155.29,497,PAGO SERVICIO ELECTRONICO,0.0,67,0,1,0
S,AHORRO,14061701666,20250203,20250702,3148.66,0.0,3148.66,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,149,0,1,0
S,AHORRO,42767062919,20241117,20250724,344.88,344.88,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,249,1,0,0
S,AHORRO,65298792396,20250204,20250626,2690.74,2690.74,0.0,137,COMISION RETIRO CANAL A,1.0,142,1,0,0
S,AHORRO,36894846141,20250308,20250620,981.92,981.92,0.0,70,TRANSFERENCIA BILLETERA DIGITAL,1.0,104,1,0,0
S,AHORRO,11333793952,20250319,20250515,532.32,532.32,0.0,1157,COMISION CONSULTA SALDO,1.0,57,1,0,0
S,AHORRO,82120052694,20250102,20250723,149.12,149.12,0.0,137,COMISION RETIRO CANAL A,1.0,202,1,0,0
S,AHORRO,68069291451,20241204,20250908,3308.2,3308.2,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,278,1,0,0
S,AHORRO,26511437038,20250504,20250802,1428.0,1428.0,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,90,1,0,0
S,AHORRO,90783560133,20250310,20250814,9085.62,5597.91,3487.71,87,CARGO FISCAL IVA COMISION B,0.6161,157,0,0,1
S,AHORRO,99501202464,20250715,20250812,38436.35,22999.82,15436.53,2106,COMISION TRANSFERENCIA EXTERNA B,0.5984,28,0,0,1
S,AHORRO,44380876682,20241126,20250724,5610.94,0.0,5610.94,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,240,0,1,0
S,AHORRO,84443321151,20250325,20250830,156.11,156.11,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,158,1,0,0
S,AHORRO,97822810913,20241113,20250806,4872.72,4872.72,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,266,1,0,0
S,AHORRO,16950252597,20250326,20250515,503.5,503.5,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,50,1,0,0
S,AHORRO,38571076870,20250511,20250710,146.94,87.93,59.01,834,CARGO FISCAL TRANSACCIONAL,0.5984,60,0,0,1
S,AHORRO,92759986619,20250707,20251005,16886.2,16886.2,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,90,1,0,0
S,AHORRO,70828260847,20250103,20250126,5886.41,5886.41,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,23,1,0,0
S,AHORRO,35724244200,20250716,20251018,201.32,201.32,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,94,1,0,0
S,AHORRO,30719760344,20250116,20250329,27871.7,27871.7,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,72,1,0,0
S,AHORRO,25026503559,20250119,20250925,657.66,657.66,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,249,1,0,0
S,AHORRO,23809278607,20250102,20250427,2431.2,2431.2,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,115,1,0,0
S,AHORRO,97668253073,20241201,20250518,759.87,454.7,305.17,834,CARGO FISCAL TRANSACCIONAL,0.5984,168,0,0,1
S,AHORRO,48150626436,20241116,20250711,1745.16,1745.16,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,237,1,0,0
S,AHORRO,54242783600,20250424,20250926,864.36,864.36,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,155,1,0,0
S,AHORRO,35950903644,20250402,20250829,1571.59,1571.59,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,149,1,0,0
S,AHORRO,29045469771,20241215,20250706,23551.09,14092.67,9458.42,834,CARGO FISCAL TRANSACCIONAL,0.5984,203,0,0,1
S,AHORRO,62111847617,20241213,20250609,3407.73,2737.74,669.99,2048,COMISION TRANSFERENCIA EXTERNA A,0.8034,178,0,0,1
S,AHORRO,89925804188,20250401,20250416,258870.97,258870.97,0.0,329,DEBITO ABONO CARTERA,1.0,15,1,0,0
S,AHORRO,19884966007,20250701,20251023,6426.24,0.0,6426.24,1157,COMISION CONSULTA SALDO,0.0,114,0,1,0
S,AHORRO,53726630683,20250524,20250527,5732.96,5732.96,0.0,574,COMISION RETIRO INTERNACIONAL,1.0,3,1,0,0
S,AHORRO,95366753150,20241124,20250511,14689.07,14689.07,0.0,1157,COMISION CONSULTA SALDO,1.0,168,1,0,0
S,AHORRO,93385811806,20250516,20250522,4212.3,2520.59,1691.71,87,CARGO FISCAL IVA COMISION B,0.5984,6,0,0,1
S,AHORRO,78409066180,20241228,20250224,853.78,853.78,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,58,1,0,0
S,AHORRO,80382339396,20250416,20250419,361.04,361.04,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,3,1,0,0
S,AHORRO,35011715267,20250213,20250622,4466.35,4466.35,0.0,137,COMISION RETIRO CANAL A,1.0,129,1,0,0
S,AHORRO,56585937906,20250521,20250725,7931.08,7931.08,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,65,1,0,0
S,AHORRO,82412333755,20250412,20250616,148.32,148.32,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,65,1,0,0
S,AHORRO,61629564269,20250223,20250607,2445.12,1463.13,981.99,834,CARGO FISCAL TRANSACCIONAL,0.5984,104,0,0,1
S,AHORRO,43400653202,20250301,20250819,16309.81,16309.81,0.0,86,COMISION SERVICIO BANCARIO B,1.0,171,1,0,0
S,AHORRO,51139249706,20241122,20250312,3378.37,3378.37,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,110,1,0,0
S,AHORRO,37106417638,20250424,20251020,3374.94,2019.52,1355.42,176,COMISION RETIRO CORRESPONSAL B,0.5984,179,0,0,1
S,AHORRO,82947584327,20250304,20250804,1983.19,1983.19,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,153,1,0,0
S,AHORRO,54440385719,20250523,20250822,1418.5,1418.5,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,91,1,0,0
S,AHORRO,60668093839,20250606,20250922,825.61,825.61,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,108,1,0,0
S,AHORRO,53364452224,20250519,20250911,49769.81,0.0,49769.81,834,CARGO FISCAL TRANSACCIONAL,0.0,115,0,1,0
S,AHORRO,98517471438,20241028,20250317,75790.92,75790.92,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,140,1,0,0
S,AHORRO,59568389609,20250112,20250501,23248.57,23248.57,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,109,1,0,0
S,AHORRO,97278137572,20250131,20250208,2054.73,2054.73,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,8,1,0,0
S,AHORRO,30290865022,20250129,20250227,3460.77,3460.77,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,29,1,0,0
S,AHORRO,91017604951,20250507,20250627,3621.53,3621.53,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,51,1,0,0
S,AHORRO,39052250494,20250212,20250731,30213.19,30213.19,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,169,1,0,0
S,AHORRO,39661033076,20241031,20250312,1587.39,1587.39,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,132,1,0,0
S,AHORRO,74182945575,20241205,20251014,465.84,465.84,0.0,1787,PAGO PUNTO EXTERNO,1.0,313,1,0,0
S,AHORRO,77808414969,20250128,20250410,455.22,455.22,0.0,1734,CARGO MORA OBLIGACION,1.0,72,1,0,0
S,AHORRO,95976845147,20250330,20250806,1224.52,1224.52,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,129,1,0,0
S,AHORRO,93796695131,20250320,20250626,2911.97,2911.97,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,98,1,0,0
S,AHORRO,67367762459,20250209,20250710,404.68,404.68,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,151,1,0,0
S,AHORRO,22624164094,20250509,20251025,6436.81,6436.81,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,169,1,0,0
S,AHORRO,44811228554,20241117,20250617,8440.1,8440.1,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,212,1,0,0
S,AHORRO,38365468984,20250111,20250124,1068.83,1068.83,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,13,1,0,0
S,AHORRO,65004135969,20250704,20250824,1663.88,1663.88,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,51,1,0,0
S,AHORRO,19877333447,20241117,20250418,1088.75,651.49,437.26,1517,COBRO SERVICIO TRANSPORTE,0.5984,152,0,0,1
